RestaurantID,Restaurant Name,Zip Code,City,Web / Apps,Main Cuisine,Seconday Cuisne,Main Product Sold,Secondary Sold,Avg Ratings,Number of Ratings,Payment Method,Delivery Fee,Avg Price,Descriptions
2165,City Food,2540,Grenchen,Web,Pizza,Kebab,Döner Box mit Pommes Frites,Wunschpizza (32cm),4.7,"1,704",CASH,0,29.96,"If you love a MainCH or a SecondCH and happen to be living in CityCH, then you absolutely must try this restaurant. Small, but well equipped, this restaurant is more than ready to get your food delivered fast the second you order online. So how do you order online? Well, you can do that right here, on eat.ch using PayCH on our PlatformCH.."
2171,Bella Vita Burger,4147,Aesch,Web,Burger,American,Los Hueros,Double X Burger,4.1,554,CASH,0,34.34,"It’s called NameCH for a reason. One thing every customer unanimously agrees on is that the food is authentic for sure. So, get off the fence, order and pay online right here, right now, on eat.ch using PayCH right on our PlatformCH, and we'll deliver the most authentic CuisineCH food in CityCH to your doorstep in minutes. Try their a MainCH or a SecondCH."
2188,Poulet Hochgenuss Sihlbrugg,6340,Baar,Apps iOS,Swiss,American,Pouletflügeli (10 Stück) im Chörbli mit Pommes Frites,Löwen Cheeseburger (168g),4.2,524,MasterCard,0,59.45,"MainCH and SecondCH., what more do you want from a restaurant? Order online anywhere from CityCH and you’ll get your delivery in no time. They also have gluten-free and vegan options. The vast number of payment options we offer are gluten free too.  Easily use PayCH right on our PlatformCH."
2190,Sandwich Factory,8632,Tann ZH,Apps iOS,American,,Vollkorn Parisette 400g (ca. 40cm),Larry's Special,4.7,126,CASH,0,47.07,"This place has probably the best MainCH or and SecondCH. you can get in the outskirts of CityCH. Order online right away, and we will get your food delivered straight to your home or office real fast. Bonus tip: order some fries while you are at it. They’re awesome, according to the customers.  Remember to use PayCH right on our PlatformCH."
2192,Hallo Pizza / Chez Beny,1630,Bulle,Apps Android,Pizza,Italian,Pizza Gourmande (32cm),Pizza Hawaiana,4.3,334,TWINT,0,38.61,"Food with roots! - that means it’s healthy. This casual and cosy restaurant in CityCH has everything from kids’ menus to vegetarian options, and the best part is, you can order online right here from eat.ch using PayCH right on our PlatformCH platform. Get your MainCH or a SecondCH!"
2201,Favorite,4663,Aarburg,Web,Pizza,Kebab,Wunschpizza (32cm),Pizza Kebab,4.5,"1,384",PayPAL,0,29.53,"This restaurant chain will never disappoint you. There are several NameCH restaurants here in CityCH and the reason they've had so much success expanding is the quality of their MainCH and SecondCH. Try it, you love it, just order online right here on eat.ch using PayCH right on our PlatformCH platform."
2209,Yildiz Pizza & Kebab Haus,9500,Wil,Web,Pizza,Kebab,Pizza Kebap,Pide,4.4,273,CASH,0,37.2,"Ever wanted fast food, but was a little too worried about your health? Well, NameCH is the answer. Get all the healthy versions of MainCH or a SecondCH. Just pay online when ordering right here on eat.ch using PayCH right on our PlatformCH platform, and you’ll have a guilt-free meal delivered fast, right to your doorstep."
2211,Gleis 1 Bistro,8570,Weinfelden,Web,Pizza,Kebab,Pizza Margherita,Pizza Kebab (32cm),4.2,413,CASH,0,32.06,"Try their a MainCH or a SecondCH; whatever you want. This restaurant will take you on a one-way trip from CityCH to CuisineCH. Order and pay online right here at eat.ch using PayCH right on our PlatformCH platform, and we'll have you experiencing authentic CuisineCH food in no time."
2213,Pizzeria Telli,5000,Aarau,Web,Pizza,Kebab,Pizza Kebab,Mega Kebab im Fladenbrot,4.6,"1,509",Visa,0,31.11,"MainCH. That's all I need to say. These specialists definitely know how to do some good CuisineCH food. You could also order a variety of other things, in addition to the expansive range of delicacies from all around the world. They’re also partnered with us here at eat.ch using PayCH right on our PlatformCH platform, so order online right away!"
2214,Pizzakurier Oase da Peppino,8104,Weiningen,Apps iOS,Pizza,Kebab,Kebab im Fladenbrot,Pizza Margherita,4.3,"1,058",MasterCard,0,42.32,"Here’s a restaurant that cares more about your health than your nutritionist. Filled with all sorts of food such as MainCH or SecondCH., this is the place to go in CityCH if you are looking for something delicious that your body will love. Or, if you don't want to go, you can just order online right here on eat.ch using PayCH right on our PlatformCH platform and we'll deliver your food fast to your home or office. We've got plenty of online payment options. "
2222,Pizza Kurier Tricolore,8484,Weisslingen,Apps iOS,Pizza,Italian,Pizza Margherita,Pizza Prosciutto,4.4,632,Visa,0,38.92,"If you're looking for a great CuisineCH restaurant that specialises in MainCH or a SecondCH., I have good news for you. There's one right here in CityCH. It's NameCH, and you can order online to get a speedy home or office delivery from eat.ch, or the eat.ch mobile app using PayCH right on our PlatformCH platform. So, order away, you won’t regret it."
2223,Restaurant Safran,4500,Solothurn,Web,Indian,Curry,Chicken Tikka Masala,Palak Paneer,4.4,253,CASH,0,64.65,"Eat from the restaurant which according to one customer, has the best MainCH he’d ever tasted. See if you agree with his statement. Order online right now right here from eat.ch using PayCH right on our PlatformCH platform, and you'll have your food delivered to you in no time. Have a meal with your family or your co-workers. Home or office, we’ll deliver. Remember to rate us! "
2256,Pizzeria Vesuvio,3172,Niederwangen bei Bern,Apps iOS,Pizza,Italian,Wunschpizza (32cm),Kebab Pizza (32cm),4.6,"1,135",CASH,0,36.48,"MainCH and SecondCH.. Is there a more dynamic duo? Maybe. Now, is there a restaurant that puts this dynamic duo together better than NameCH? Also, maybe. What I do know is that you can order online right here on eat.ch using PayCH right on our PlatformCH platform or from our mobile app and get what several customers have repeatedly called the best pizza in the city. We'll deliver it right to your doorstep, and we'll deliver it fast."
2262,Woksh - Asian Food Kurier,9400,Rorschach,Apps iOS,Asian,Chinese,Süss und Sauer mit gebackenen Pouletstreifen,Gebratene Nudeln mit Pouletstreifen,4.5,"1,867",PayPAL,0,40.7,"Ever wanted authentic upper-class CuisineCH MainCH and SecondCH.? Well, then look no further. NameCH is the master of CuisineCH food in CityCH. Order CuisineCH food online on eat.ch using PayCH right on our PlatformCH platform, and you’ll be getting your fill of CuisineCH cuisine in no time."
2264,Restaurant Pizzeria Leone,8486,Zell,Apps iOS,Pizza,Italian,Pizza Margherita,Pizza Calabrese (scharf),4.7,499,CASH,0,48.91,"This place in CityCH is known for having excellent delivery for MainCH or a SecondCH. So order online right here on eat.ch using PayCH right on our PlatformCH platform and experience fast delivery to your home or office, and we promise, you'll never get a cold pizza!"
2265,Küttigen Pizza Kurier,5024,Küttigen,Web,Pizza,Kebab,Kebab Box XXL,Dürüm im Fladenbrot,4.5,833,CASH,0,33.21,Eat MainCH or a SecondCH from this cosy little reataurant tucked away in CityCH. Fish never tasted this good. Order online right here on eat.ch or the eat.ch mobile appusing PayCH right on our PlatformCH platform and we’ll do you a fast delivery straight to your home or office.
2267,Barbarossa Pizza-Express,8500,Frauenfeld,Web,Pizza,Italian,Pizza Prosciutto,Pizza Margherita,4.3,375,CASH,0,38.71,"This casual bar has everything you need to know right in its name. With a range of drinks that cover everything from around the world, you’ll be spoilt for choice. Try a  MainCH or a SecondCH . Order online right now from eat.ch using PayCH right on our PlatformCH platform from the most diverse bar in CityCH."
2269,Chiangmai Take Away,8630,Rüti,Web,Curry,Thai,Gaeng Pet Gai (mittel scharf),Frühlingsrollen (6 Stück) mit Gemüse,4.2,388,CASH,0,47.03,"This restaurant in CityCH has some of the best food from all around the world. MainCH or a SecondCH just as starters. It goes on and on. So, order online right here on eat.ch using PayCH right on our PlatformCH platform and we’ll get you your delivery real fast."
2272,Restaurant La Stella,4436,Oberdorf,Apps iOS,Italian,Pizza,Dürüm,Pizza Margherita,4.4,236,PayPal,0,34.47,"If you are CuisineCH, then this place will take you back home. If you aren’t CuisineCH, you’ll be wishing you were once you eat from this place. NameCH is the best CuisineCH restaurant in CityCH, no argument. Have a NameCH meal with your family or friends. Order online using PayCH right on our PlatformCH platform and we’ll deliver you your NameCH food in no time! Try their MainCH or a SecondCH. "
2273,Fujin Sushi,4057,Basel,Web,Japanese,Sushi,Rainbow Roll Lachs (4 Stück),Rainbow Roll Lachs (8 Stück),4.3,337,CASH,0,69.36,"You don’t call a restaurant a king unless it really is the king of CuisineCH. NameCH, of course, is definitely worthy of this title and has the best food in CityCH. Choose from their marvellous range and order online using PayCH right on our PlatformCH platform right here on eat.ch or the eat.ch mobile app to get the king of food delivered right to your doorstep. Try their MainCH or a SecondCH."
2280,Gigi Sushi Bar,8810,Horgen,Apps Android,Sushi,Japanese,Rainbow Lachs Uramaki (4 Stück),Süss-Sauer mit Poulet,4.6,"1,578",MasterCard,0,67.13,"The NameCH chain of restaurants is built upon two things: good food and great prices. Also, coffee. Sure, they have a thousand different types of delicacies you can choose from, but it doesn’t matter what you choose, because it will always be delicious. Their previous customers say that they absolutely have to go back for another meal, but you don’t have to go anywhere. You can order right here from the comfort of your home or office and we’ll give you a speedy delivery. Remember to use using PayCH right on our PlatformCH platform. Try their MainCH or a SecondCH."
2283,MC One,6048,Horw,Web,Pizza,Burger,Kebab im Fladenbrot,Cheese Burger (125g),4.4,919,CASH,0,42.1,"Great people, great MainCH, great prices. Customers have called the SecondCH here “fresh, tasty, and cooked to perfection”. So, get off the fence and order online right now using PayCH right on our PlatformCH platform. It’s easy! The food will be home before you know it."
2284,Food Point 13,6020,Emmen,Apps iOS,Pizza,Kebab,Pizza Kebab,Wunschpizza (32cm),4.6,"2,119",CASH,0,32.03,"No introductions are necessary when it comes to this magnificent food franchise. Take the world’s best food and add some Swiss authenticity, and you’ll have NameCH. Order online right away using PayCH right on our PlatformCH platform from this iconic burger joint and we’ll deliver the best food in CityCH to your doorstep. Try their MainCH or a SecondCH."
2286,MC Dünya,8820,Wädenswil,Apps iOS,Pizza,Kebab,Dürüm,Kebab Taschenbrot,4.3,461,CASH,0,34.87,"The best of food, right here in CityCH. Well known fact: in addition to MainCH, NameCH is excellent with their SecondCH . So why not get all three? You can order online right here on eat.ch using PayCH right on our PlatformCH platform or through the eat.ch mobile app and we will deliver the food right to your doorstep!"
2317,Grischa Pizza Chur,7000,Chur,Web,Turkish,Kebab,"Kebab Dürüm im frischen, hausgemachten Fladenbrot","Döner Box mit Dönerfleisch, Pommes Frites",4.3,864,CASH,0,27.09,"NameCH is best known for its dedication to detail. The food here are classic, yet different in an CuisineCH sort of way. This is one of the moments where you realise that the internet is wonderful. Why? Because you can just order online right here on eat.ch using PayCH right on our PlatformCH platform and get your delicious burger delivered to you in minutes! Try their a MainCH or a SecondCH."
2321,Negishi Barfi,4001,Basel,Web,Sushi,Japanese,Shake Iki,Lachs Sashimi,4.3,205,CASH,0,75.78,"Don’t wear your Sunday best when going to this restaurant, because you will get food all over it. You’ll know what I mean the second you sink your teeth into the beautiful MainCH or a SecondCH. You may get a part of the burger on your face, and you probably don’t want to be seen in public looking like that. So, order online right from your home using PayCH right on our PlatformCH platform and we’ll deliver your juicy burger to you fast and clean."
